question,answer,comment,access,products,object_id,original_filename,upload_date,last_updated,tags
"Please provide or link to your data processing terms, if separate from above.",https://doubleverify.com/privacy-notice/?tab=solutions-privacy-notice,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~98,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T22:10:06.641Z,Advertiser
"Have you defined, documented and implemented a business continuity plan (BCP) and an IT Disaster Recovery (DRP) to ensure service resilience?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~59,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Do you have a remote-work policy?,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~19,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
"Please provide or link to terms governing your ""Business Tools"" (e.g. Pixel, SDK, Conversions APIs, etc.). If not publicly available, please provide standard terms below.",https://doubleverify.com/privacy-notice/?tab=solutions-privacy-notice,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~93,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:57:46.646Z,Advertiser
"Do you have a patch management process used to regularly update patches (e.g., system, database, application, network devices) that remediate security vulnerabilities?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~90,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you control access to production areas by segregating the content/production area from other facility areas (e.g. administrative offices)?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~50,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Are network infrastructure devices (e.g., firewalls, routers, switches, etc.) patched regularly?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~70,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Does real-time logging gather the following information at a minimum:,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~160,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Are network Vulnerability Scans performed against internal networks and systems?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~97,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:48:15.640Z,InfoSec/Privacy
Please provide or link to terms governing Advertisers' use of your Customer Match/Customer List Custom Audience/Audience Upload or Syndication capabilities.,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~95,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T19:30:30.710Z,Advertiser
"Is content always transmitted from your facility in a secure, encrypted form such that access, reproduction of usable copies and re-distribution is accomplished only via licensing and authorized devices?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~67,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Who will be our main point of contact throughout the on-boarding process?,Anya Libova anya.libova@doubleverify.com,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~5,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:20.630Z,Publisher
What type of encryption will be used to encrypt data stored by the solution.,"DV encrypts PII, user IP and user agent in transit and at rest using AES-256 encryption.",,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~0279b5b5-32ae-4313-be6b-e0189a6ff1e5~SRA risks.xlsx~6,SRA risks.xlsx,2025-09-25T14:56:55.959Z,2025-09-25T14:56:55.959Z,Ahold Delhaize
"Is there a process to verify return of constituent assets (computers, cell phones, access cards, tokens, smart cards, keys, etc.) upon termination?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~7,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Servers used for transmitting, processing or storing scoped data?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~69,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are all systems and applications patched regularly?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~73,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Hypervisors used to manage systems used to transmit, process or store Scoped data?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~80,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is scoped data sent or received via physical media?,No,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~11,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Human Resource policies and/or procedures approved by management, communicated to constituents and an owner to maintain and review?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~14,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are constituents able to access Scoped data?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~19,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is password reset authority restricted to authorized persons and/or an automated password reset tool?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~22,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are user IDs and passwords communicated/distributed via separate media e.g., e-mail and phone?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~25,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is Multi-factor Authentication deployed?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~27,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are applications used to transmit, process or store scoped data?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~31,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is application development performed?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~34,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are applications evaluated from a security perspective prior to promotion to production?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~36,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is there a formal security program established to include API security reviews?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~41,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Are there end user device security configuration standards?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~49,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Is there a policy that defines the requirements for remote access from external networks to networks containing Scoped systems and data that has been approved by management and communicated to constituents?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~61,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is there a wireless policy or program that has been approved by management, communicated to appropriate constituents and an owner to maintain and review the policy?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~66,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Windows servers used to process, store or used for scoped services?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~75,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is Unix or Linux used to process, store or used for scoped services?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~77,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Are Mainframes used to process, store or used for scoped services?",No,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~79,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
"Is Information classified according to legal or regulatory requirements, business value, and sensitivity to unauthorized disclosure or modification?",Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~04957b2f-d13e-4d4f-8a60-2800a4bae391~questionnaire_import_template (2).csv~8,questionnaire_import_template (2).csv,2026-03-12T13:57:34.859Z,2026-03-12T13:57:34.859Z,Advertiser
Please indicate the hosting type applicable to your service/product.,Hybrid,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~14,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T20:51:58.677Z,Publisher
Is a Business Impact Analysis conducted at least annually?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~167,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you have any industry standard security certifications?,ISO/IEC 27001,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~39,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:54:25.694Z,Publisher
"Describe ALL physical security mechanisms that prevent unauthorized access to your office space, user workstations, and server rooms/data centers (e.g. badge scanners, security cameras, etc.).","DoubleVerify uses badges, security cameras, and locked doors. Note that no DoubleVerify servers are kept in the office spaces. Please visit DoubleVerify's Trust Center at trust.doubleverify.com for the complete list of subprocessors and their locations.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~17,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:54:24.653Z,InfoSec/Privacy
Are there end user device security configuration standards?,No,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~248,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:22.704Z,InfoSec/Privacy
Describe the purposes for which you process Personal Information (Select all that apply).,Third Party Ad Verification & Measurement,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~9,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T21:31:12.666Z,Advertiser
Please describe?,"Anti-Malware, Disk-level Encryption, Firewalls, Intrusion Detection/Intrusion Prevention, Logging, Logical Access Control, Multi-Factor Authentication, Network Authentication, Regular Software Updates, Vulnerability Detection Tools",,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~82,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
What are the criteria used to make these decisions and how are these criteria being evaluated for fairness and bias?,N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~80,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:54:24.634Z,Advertiser
Is MFA required for employees/contractors to log in to production systems?,"Yes - all DoubleVerify internal applications require a Single Sign On Authentication as well as Two Factor Authentication. This includes internal applications, services, and devices.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~95,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:28.682Z,InfoSec/Privacy
Specify the controls for your office security policy.,"Access card system, Alarm system, CCTV, Door locks to secure/restricted areas, Fire alarms, Fire protection equipment or systems, Fire secure doors and lockers, Office Reception, Power redundancy e.g. backup generator, Security guard, UPS",,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~4,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
"Are vendor default passwords removed, disabled or changed prior to placing any device or system into production?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~232,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T21:31:12.659Z,InfoSec/Privacy
Is source code security reviewed manually?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~196,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Is there a process in place for AES 128-bit or 256-bit encryption implemented on hard drives and USB flash memory used to transport content/data?,NotApplicable,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~138,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you log user activities?,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~35,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Are networks relevant to services/solutions provided to H&M set up to only permit authorized access?,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~53,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Are you handling/processing client identified content/data?,No,DV collects limited PI in the delivery of its services. Only IP Address and User Agent details are captured.,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~24,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"For which NYTCo. user communities will you, your staff, or your subcontractors process personal or sensitive personal data?","Consumer (NYTimes.com, The New York Times newspapers,
International Edition, NYT Cooking, The Crossword, Subscriber
Events, and The New York Times newspapers, Home Delivery only
and no digital access)",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~167,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:28.676Z,InfoSec/Privacy
"Do you have a defined and documented onboarding process for e.g. granting access to IT assets upon new hire, rights grant, or role change of a user?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~22,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Are BC/DR tests conducted at least annually?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~165,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Are events on scoped systems, or systems containing scoped data, regularly reviewed using a specific methodology to uncover potential incidents?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~253,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:54:25.662Z,InfoSec/Privacy
"Is there a documented policy for business continuity and disaster recovery that has been approved by management, communicated to appropriate constituents, and an owner to maintain and review the policy?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~163,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Are there documented policies, procedures, and controls to limit client's content/data access based on need to know or minimum necessary for its employees, agents, contractors (or others as applicable)?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~25,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Is there a formal process to ensure clients are notified prior to changes being made which may impact their service?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~199,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Can clients define the legal jurisdictions where their data can be transmitted, processed or stored?",No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~174,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Are staff able to access client Assets & Scoped Data in an unencrypted state?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~148,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you have a documented chryptographic policy which includes protection and lifetime management of cryptographic keys?,"Documented policy, Key management tool",,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~9,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Has the tool been tested to ensure there is no bias or unfairness across different demographic groups?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~144,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T21:31:11.666Z,InfoSec/Privacy
Are Constituents required to attend security awareness training?,Yes,,Internal,Advertiser Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~136,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:21:35.644Z,InfoSec/Privacy
Do you conduct transfer impact assessments?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~41,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:23.660Z,Advertiser
"Is standards based federated ID capability available to clients e.g. SAML, OpenID?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~139,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you have a procedure for customer data if/when the contract expires?,Yes,Dependent on contract.,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~49,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:23.664Z,Publisher
Please select the hosting provider for your product/service from the list below.,Google Cloud,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~15,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:28.683Z,Publisher
Do you have a formal Software Development Life Cycle (SDLC) process?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~192,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Is encryption applied to the entirety of files?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~145,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
How do you train developers in SSDLC / Secure Coding Practices?,Developers periodically attend secure development training. All new or changed code is reviewed for security vulnerabilities and undergo full quality assurance and regression testing before being introduced into production. Customer Data is not used in development or testing environments without explicit written consent.,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~115,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T20:57:46.656Z,InfoSec/Privacy
Do you maintain a detailed visitors' log which includes the following:,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~52,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Where is the data transferred to?,United States,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~29,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T20:57:46.648Z,Publisher
"Do you share this Personal Information with third parties or allow third parties to access this Personal Information? If yes, please list name of third party(ies) and specify purpose(s).",Yes,Please visit trust.doubleverify.com for a list of subprocessors,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~12,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T19:09:19.632Z,Advertiser
"How is data transmitted, processed, and stored?",Digital,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~46,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:20.647Z,Publisher
Do you use persistent cookies or cookies that store credentials in plain text?,No,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~120,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you have a data deletion methodology?,Deletion (secure),,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~48,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:48:15.642Z,Publisher
"Are Network Intrusion Detection capabilities employed e.g., appliance, software, etc.?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~237,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:24.706Z,InfoSec/Privacy
Do you require that legitimate licenses are used for all software and other proprietary software assets?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~103,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Please provide a description of your data processing activity.,Please reference DV's privacy policy and documents found on our Trust Center.,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~18,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T19:09:19.638Z,Publisher
